Name,source,Item,ItemNum,Answer
Michael Jackson,Actor,Is talkative,1,2
Michael Jackson,Actor,Tends to find fault with others,2,3
Michael Jackson,Actor,Does a thorough job,3,5
Michael Jackson,Actor,"Is depressed, blue",4,2
Michael Jackson,Actor,"Is original, comes up with new ideas",5,5
Michael Jackson,Actor,Is reserved,6,4
Michael Jackson,Actor,Is helpful and unselfish with others,7,5
Michael Jackson,Actor,Can be somewhat careless,8,5
Michael Jackson,Actor,"Is relaxed, handles stress well",9,3
Michael Jackson,Actor,Is curious about many different things,10,4
Michael Jackson,Actor,Is full of energy,11,5
Michael Jackson,Actor,Starts quarrels with others,12,1
Michael Jackson,Actor,Is a reliable worker,13,4
Michael Jackson,Actor,Can be tense,14,3
Michael Jackson,Actor,"Is ingenious, a deep thinker",15,5
Michael Jackson,Actor,Generates a lot of enthusiasm,16,5
Michael Jackson,Actor,Has a forgiving nature,17,5
Michael Jackson,Actor,Tends to be disorganized,18,2
Michael Jackson,Actor,Worries a lot,19,2
Michael Jackson,Actor,Has an active imagination,20,5
Michael Jackson,Actor,Tends to be quiet,21,2
Michael Jackson,Actor,Is generally trusting,22,5
Michael Jackson,Actor,Tends to be lazy,23,4
Michael Jackson,Actor,"Is emotionally stable, not easily upset",24,5
Michael Jackson,Actor,Is inventive,25,5
Michael Jackson,Actor,Has an assertive personality,26,3
Michael Jackson,Actor,Can be cold and aloof,27,2
Michael Jackson,Actor,Perseveres until the task is finished,28,5
Michael Jackson,Actor,Can be moody,29,4
Michael Jackson,Actor,"Values artistic, aesthetic experiences",30,5
Michael Jackson,Actor,"Is sometimes shy, inhibited",31,3
Michael Jackson,Actor,Is considerate and kind to almost everyone,32,5
Michael Jackson,Actor,Does things efficiently,33,5
Michael Jackson,Actor,Remains calm in tense situations,34,4
Michael Jackson,Actor,Prefers work that is routine,35,3
Michael Jackson,Actor,"Is outgoing, sociable",36,2
Michael Jackson,Actor,Is sometimes rude to others,37,2
Michael Jackson,Actor,Makes plans and follows through with them,38,5
Michael Jackson,Actor,Gets nervous easily,39,3
Michael Jackson,Actor,"Likes to reflect, play with ideas",40,5
Michael Jackson,Actor,Has few artistic interests,41,5
Michael Jackson,Actor,Likes to cooperate with others,42,5
Michael Jackson,Actor,Is easily distracted,43,3
Michael Jackson,Actor,"Is sophisticated in art, music, or Literature",44,5
Donald Trump,Actor,Is talkative,1,5
Donald Trump,Actor,Tends to find fault with others,2,5
Donald Trump,Actor,Does a thorough job,3,5
Donald Trump,Actor,"Is depressed, blue",4,1
Donald Trump,Actor,"Is original, comes up with new ideas",5,5
Donald Trump,Actor,Is reserved,6,5
Donald Trump,Actor,Is helpful and unselfish with others,7,5
Donald Trump,Actor,Can be somewhat careless,8,1
Donald Trump,Actor,"Is relaxed, handles stress well",9,5
Donald Trump,Actor,Is curious about many different things,10,5
