ID,Name,DoB,count,source
http://www.wikidata.org/entity/Q76,Barack Obama,1961-08-04,330,NPP
http://www.wikidata.org/entity/Q8023,Nelson Mandela,1918-07-18,280,NPP
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929-01-15,230,NPP
http://www.wikidata.org/entity/Q30487,Mikhail Gorbachev,1931-03-02,193,NPP
http://www.wikidata.org/entity/Q30547,Mother Teresa,1910-08-26,189,NPP
http://www.wikidata.org/entity/Q33866,Theodore Roosevelt,1858-10-27,187,NPP
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924-10-01,185,NPP
http://www.wikidata.org/entity/Q34296,Woodrow Wilson,1856-12-28,184,NPP
http://www.wikidata.org/entity/Q1254,Kofi Annan,1938-04-08,173,NPP
http://www.wikidata.org/entity/Q444,Lech Wałęsa,1943-09-29,169,NPP
http://www.wikidata.org/entity/Q17293,Tenzin Gyatso,1935-07-06,162,NPP
http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,1945-06-19,159,NPP
http://www.wikidata.org/entity/Q32732,Malala Yousafzai,1997-07-12,144,NPP
http://www.wikidata.org/entity/Q34211,Yasser Arafat,1929-08-04,144,NPP
http://www.wikidata.org/entity/Q66107,Henry Kissinger,1923-05-27,136,NPP
http://www.wikidata.org/entity/Q19673,Al Gore,1948-03-31,127,NPP
http://www.wikidata.org/entity/Q57410,Shimon Peres,1923-08-01,123,NPP
http://www.wikidata.org/entity/Q42013,Anwar Sadat,1918-12-25,121,NPP
http://www.wikidata.org/entity/Q1267,Dag Hammarskjöld,1905-07-29,120,NPP
http://www.wikidata.org/entity/Q2514,Willy Brandt,1913-12-18,117,NPP
http://www.wikidata.org/entity/Q49325,Albert Schweitzer,1875-01-14,117,NPP
http://www.wikidata.org/entity/Q43179,Ellen Johnson Sirleaf,1938-10-29,116,NPP
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,1955-12-28,114,NPP
http://www.wikidata.org/entity/Q43033,Desmond Tutu,1931-10-07,113,NPP
http://www.wikidata.org/entity/Q46795,Wangari Muta Maathai,1940-04-01,113,NPP
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901-02-28,111,NPP
http://www.wikidata.org/entity/Q72292,Fridtjof Nansen,1861-10-10,111,NPP
http://www.wikidata.org/entity/Q997,Andrei Sakharov,1921-05-21,109,NPP
http://www.wikidata.org/entity/Q34060,Yizhak Rabin,1922-03-01,109,NPP
http://www.wikidata.org/entity/Q43969,Muhammad Yunus,1940-06-28,108,NPP
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,1947-06-21,105,NPP
http://www.wikidata.org/entity/Q12091,Henry Dunant,1828-05-08,104,NPP
http://www.wikidata.org/entity/Q18391,Elie Wiesel,1928-09-30,103,NPP
http://www.wikidata.org/entity/Q18456,Bertha von Suttner,1843-06-09,100,NPP
http://www.wikidata.org/entity/Q57311,Juan Manuel Santos,1951-08-10,100,NPP
http://www.wikidata.org/entity/Q151414,George Marshall,1880-12-31,100,NPP
http://www.wikidata.org/entity/Q29230,Martti Ahtisaari,1937-06-23,99,NPP
http://www.wikidata.org/entity/Q22007112,Nadia Murad Basee,1994-03-10,97,NPP
http://www.wikidata.org/entity/Q130873,Menachem Begin,1913-08-16,94,NPP
http://www.wikidata.org/entity/Q104622,Tawakkol Karman,1979-02-07,91,NPP
http://www.wikidata.org/entity/Q180989,Jane Addams,1860-09-06,90,NPP
http://www.wikidata.org/entity/Q45785,Kim Dae-jung,1924-01-06,89,NPP
http://www.wikidata.org/entity/Q50365049,Abiy Ahmed Ali,1976-08-15,89,NPP
http://www.wikidata.org/entity/Q107037,Leymah Roberta Gbowee,1972-02-01,87,NPP
http://www.wikidata.org/entity/Q151813,F. W. de Klerk,1936-03-18,86,NPP
http://www.wikidata.org/entity/Q188620,Rigoberta Menchú,1959-01-09,86,NPP
http://www.wikidata.org/entity/Q133308,Mohamed ElBaradei,1942-06-17,82,NPP
http://www.wikidata.org/entity/Q179871,Eisaku Satō,1901-03-27,81,NPP
http://www.wikidata.org/entity/Q4967771,Narges Mohammadi,1972-04-21,81,NPP
http://www.wikidata.org/entity/Q103955,Gustav Stresemann,1878-05-10,80,NPP
http://www.wikidata.org/entity/Q154824,Norman Borlaug,1914-03-25,80,NPP
http://www.wikidata.org/entity/Q157655,Mairead Maguire,1944-01-27,78,NPP
http://www.wikidata.org/entity/Q211239,Jody Williams,1950-10-09,78,NPP
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867-01-08,78,NPP
http://www.wikidata.org/entity/Q1187542,Denis Mukwege,1955-03-01,77,NPP
