Name,source,Item,ItemNum,Answer
Osama bin Laden,Terrorist,is reserved,1,4
Osama bin Laden,Terrorist,is generally trusting,2,1
Osama bin Laden,Terrorist,tends to be lazy,3,1
Osama bin Laden,Terrorist,"is relaxed, handles stress well",4,1
Osama bin Laden,Terrorist,has few artistic interests,5,1
Osama bin Laden,Terrorist,"is outgoing, sociable",6,2
Osama bin Laden,Terrorist,tends to find fault with others,7,1
Osama bin Laden,Terrorist,does a thorough job,8,5
Osama bin Laden,Terrorist,gets nervous easily,9,1
Osama bin Laden,Terrorist,has an active imagination,10,5
Abu Bakr al-Baghdadi,Terrorist,is reserved,1,3
Abu Bakr al-Baghdadi,Terrorist,is generally trusting,2,3
Abu Bakr al-Baghdadi,Terrorist,tends to be lazy,3,1
Abu Bakr al-Baghdadi,Terrorist,"is relaxed, handles stress well",4,3
Abu Bakr al-Baghdadi,Terrorist,has few artistic interests,5,5
Abu Bakr al-Baghdadi,Terrorist,"is outgoing, sociable",6,3
Abu Bakr al-Baghdadi,Terrorist,tends to find fault with others,7,4
Abu Bakr al-Baghdadi,Terrorist,does a thorough job,8,5
Abu Bakr al-Baghdadi,Terrorist,gets nervous easily,9,1
Abu Bakr al-Baghdadi,Terrorist,has an active imagination,10,3
Anders Behring Breivik,Terrorist,is reserved,1,5
Anders Behring Breivik,Terrorist,is generally trusting,2,2
Anders Behring Breivik,Terrorist,tends to be lazy,3,1
Anders Behring Breivik,Terrorist,"is relaxed, handles stress well",4,3
Anders Behring Breivik,Terrorist,has few artistic interests,5,5
Anders Behring Breivik,Terrorist,"is outgoing, sociable",6,3
Anders Behring Breivik,Terrorist,tends to find fault with others,7,4
Anders Behring Breivik,Terrorist,does a thorough job,8,5
Anders Behring Breivik,Terrorist,gets nervous easily,9,3
Anders Behring Breivik,Terrorist,has an active imagination,10,3
Stepan Bandera,Terrorist,is reserved,1,3
Stepan Bandera,Terrorist,is generally trusting,2,3
Stepan Bandera,Terrorist,tends to be lazy,3,2
Stepan Bandera,Terrorist,"is relaxed, handles stress well",4,3
Stepan Bandera,Terrorist,has few artistic interests,5,2
Stepan Bandera,Terrorist,"is outgoing, sociable",6,3
Stepan Bandera,Terrorist,tends to find fault with others,7,2
Stepan Bandera,Terrorist,does a thorough job,8,5
Stepan Bandera,Terrorist,gets nervous easily,9,1
Stepan Bandera,Terrorist,has an active imagination,10,4
Nigel Farage,Terrorist,is reserved,1,4
Nigel Farage,Terrorist,is generally trusting,2,2
Nigel Farage,Terrorist,tends to be lazy,3,1
Nigel Farage,Terrorist,"is relaxed, handles stress well",4,3
Nigel Farage,Terrorist,has few artistic interests,5,4
Nigel Farage,Terrorist,"is outgoing, sociable",6,4
Nigel Farage,Terrorist,tends to find fault with others,7,4
Nigel Farage,Terrorist,does a thorough job,8,4
Nigel Farage,Terrorist,gets nervous easily,9,2
Nigel Farage,Terrorist,has an active imagination,10,2
Ted Kaczynski,Terrorist,is reserved,1,5
Ted Kaczynski,Terrorist,is generally trusting,2,1
Ted Kaczynski,Terrorist,tends to be lazy,3,2
Ted Kaczynski,Terrorist,"is relaxed, handles stress well",4,1
Ted Kaczynski,Terrorist,has few artistic interests,5,5
Ted Kaczynski,Terrorist,"is outgoing, sociable",6,1
Ted Kaczynski,Terrorist,tends to find fault with others,7,4
Ted Kaczynski,Terrorist,does a thorough job,8,5
Ted Kaczynski,Terrorist,gets nervous easily,9,1
Ted Kaczynski,Terrorist,has an active imagination,10,4
Joseph Kony,Terrorist,is reserved,1,3
Joseph Kony,Terrorist,is generally trusting,2,3
Joseph Kony,Terrorist,tends to be lazy,3,3
Joseph Kony,Terrorist,"is relaxed, handles stress well",4,1
Joseph Kony,Terrorist,has few artistic interests,5,4
Joseph Kony,Terrorist,"is outgoing, sociable",6,3
Joseph Kony,Terrorist,tends to find fault with others,7,4
Joseph Kony,Terrorist,does a thorough job,8,3
Joseph Kony,Terrorist,gets nervous easily,9,4
Joseph Kony,Terrorist,has an active imagination,10,4
Carlos the Jackal,Terrorist,is reserved,1,4
Carlos the Jackal,Terrorist,is generally trusting,2,3
Carlos the Jackal,Terrorist,tends to be lazy,3,2
Carlos the Jackal,Terrorist,"is relaxed, handles stress well",4,3
Carlos the Jackal,Terrorist,has few artistic interests,5,2
Carlos the Jackal,Terrorist,"is outgoing, sociable",6,4
Carlos the Jackal,Terrorist,tends to find fault with others,7,3
Carlos the Jackal,Terrorist,does a thorough job,8,5
Carlos the Jackal,Terrorist,gets nervous easily,9,3
Carlos the Jackal,Terrorist,has an active imagination,10,5
Shoko Asahara,Terrorist,is reserved,1,3
Shoko Asahara,Terrorist,is generally trusting,2,3
Shoko Asahara,Terrorist,tends to be lazy,3,3
Shoko Asahara,Terrorist,"is relaxed, handles stress well",4,1
Shoko Asahara,Terrorist,has few artistic interests,5,2
Shoko Asahara,Terrorist,"is outgoing, sociable",6,3
Shoko Asahara,Terrorist,tends to find fault with others,7,3
Shoko Asahara,Terrorist,does a thorough job,8,3
Shoko Asahara,Terrorist,gets nervous easily,9,3
Shoko Asahara,Terrorist,has an active imagination,10,5
Fanny Kaplan,Terrorist,is reserved,1,4
Fanny Kaplan,Terrorist,is generally trusting,2,3
Fanny Kaplan,Terrorist,tends to be lazy,3,1
Fanny Kaplan,Terrorist,"is relaxed, handles stress well",4,1
Fanny Kaplan,Terrorist,has few artistic interests,5,1
Fanny Kaplan,Terrorist,"is outgoing, sociable",6,1
Fanny Kaplan,Terrorist,tends to find fault with others,7,3
Fanny Kaplan,Terrorist,does a thorough job,8,3
Fanny Kaplan,Terrorist,gets nervous easily,9,3
Fanny Kaplan,Terrorist,has an active imagination,10,5
Timothy McVeigh,Terrorist,is reserved,1,4
Timothy McVeigh,Terrorist,is generally trusting,2,1
Timothy McVeigh,Terrorist,tends to be lazy,3,3
Timothy McVeigh,Terrorist,"is relaxed, handles stress well",4,1
Timothy McVeigh,Terrorist,has few artistic interests,5,5
Timothy McVeigh,Terrorist,"is outgoing, sociable",6,1
Timothy McVeigh,Terrorist,tends to find fault with others,7,5
Timothy McVeigh,Terrorist,does a thorough job,8,5
Timothy McVeigh,Terrorist,gets nervous easily,9,1
Timothy McVeigh,Terrorist,has an active imagination,10,3
Khalid Sheikh Mohammed,Terrorist,is reserved,1,4
Khalid Sheikh Mohammed,Terrorist,is generally trusting,2,1
Khalid Sheikh Mohammed,Terrorist,tends to be lazy,3,1
Khalid Sheikh Mohammed,Terrorist,"is relaxed, handles stress well",4,1
Khalid Sheikh Mohammed,Terrorist,has few artistic interests,5,1
Khalid Sheikh Mohammed,Terrorist,"is outgoing, sociable",6,3
Khalid Sheikh Mohammed,Terrorist,tends to find fault with others,7,2
Khalid Sheikh Mohammed,Terrorist,does a thorough job,8,3
Khalid Sheikh Mohammed,Terrorist,gets nervous easily,9,1
Khalid Sheikh Mohammed,Terrorist,has an active imagination,10,3
Velupillai Prabhakaran,Terrorist,is reserved,1,5
Velupillai Prabhakaran,Terrorist,is generally trusting,2,1
Velupillai Prabhakaran,Terrorist,tends to be lazy,3,1
Velupillai Prabhakaran,Terrorist,"is relaxed, handles stress well",4,2
Velupillai Prabhakaran,Terrorist,has few artistic interests,5,4
Velupillai Prabhakaran,Terrorist,"is outgoing, sociable",6,2
Velupillai Prabhakaran,Terrorist,tends to find fault with others,7,3
Velupillai Prabhakaran,Terrorist,does a thorough job,8,5
Velupillai Prabhakaran,Terrorist,gets nervous easily,9,1
Velupillai Prabhakaran,Terrorist,has an active imagination,10,5
Yahya Sinwar,Terrorist,is reserved,1,3
Yahya Sinwar,Terrorist,is generally trusting,2,2
Yahya Sinwar,Terrorist,tends to be lazy,3,1
Yahya Sinwar,Terrorist,"is relaxed, handles stress well",4,3
Yahya Sinwar,Terrorist,has few artistic interests,5,1
Yahya Sinwar,Terrorist,"is outgoing, sociable",6,2
Yahya Sinwar,Terrorist,tends to find fault with others,7,3
Yahya Sinwar,Terrorist,does a thorough job,8,4
Yahya Sinwar,Terrorist,gets nervous easily,9,3
Yahya Sinwar,Terrorist,has an active imagination,10,4
Andreas Baader,Terrorist,is reserved,1,4
Andreas Baader,Terrorist,is generally trusting,2,2
Andreas Baader,Terrorist,tends to be lazy,3,1
Andreas Baader,Terrorist,"is relaxed, handles stress well",4,1
Andreas Baader,Terrorist,has few artistic interests,5,1
Andreas Baader,Terrorist,"is outgoing, sociable",6,1
Andreas Baader,Terrorist,tends to find fault with others,7,1
Andreas Baader,Terrorist,does a thorough job,8,4
Andreas Baader,Terrorist,gets nervous easily,9,4
Andreas Baader,Terrorist,has an active imagination,10,5
Mohamed Atta,Terrorist,is reserved,1,5
Mohamed Atta,Terrorist,is generally trusting,2,2
Mohamed Atta,Terrorist,tends to be lazy,3,1
Mohamed Atta,Terrorist,"is relaxed, handles stress well",4,1
Mohamed Atta,Terrorist,has few artistic interests,5,4
Mohamed Atta,Terrorist,"is outgoing, sociable",6,3
Mohamed Atta,Terrorist,tends to find fault with others,7,1
