Leonardo da Vinci,Is talkative,1 to 5,1,5
Leonardo da Vinci,Tends to find fault with others,1 to 5,2,3
Leonardo da Vinci,Does a thorough job,1 to 5,3,2
Leonardo da Vinci,"Is depressed, blue",1 to 5,4,4
Leonardo da Vinci,"Is original, comes up with new ideas",1 to 5,5,5
Leonardo da Vinci,Is reserved,1 to 5,6,3
Leonardo da Vinci,Is helpful and unselfish with others,1 to 5,7,4
Leonardo da Vinci,Can be somewhat careless,1 to 5,8,5
Leonardo da Vinci,"Is relaxed, handles stress well",1 to 5,9,4
Leonardo da Vinci,Is curious about many different things,1 to 5,10,2
Leonardo da Vinci,Is full of energy,1 to 5,11,3
Leonardo da Vinci,Starts quarrels with others,1 to 5,12,3
Leonardo da Vinci,Is a reliable worker,1 to 5,13,4
Leonardo da Vinci,Can be tense,1 to 5,14,2
Leonardo da Vinci,"Is ingenious, a deep thinker",1 to 5,15,2
Leonardo da Vinci,Generates a lot of enthusiasm,1 to 5,16,3
Leonardo da Vinci,Has a forgiving nature,1 to 5,17,3
Leonardo da Vinci,Tends to be disorganized,1 to 5,18,3
Leonardo da Vinci,Worries a lot,1 to 5,19,3
Leonardo da Vinci,Has an active imagination,1 to 5,20,5
Leonardo da Vinci,Tends to be quiet,1 to 5,21,4
Leonardo da Vinci,Is generally trusting,1 to 5,22,3
Leonardo da Vinci,Tends to be lazy,1 to 5,23,4
Leonardo da Vinci,"Is emotionally stable, not easily upset",1 to 5,24,1
Leonardo da Vinci,Is inventive,1 to 5,25,3
Leonardo da Vinci,Has an assertive personality,1 to 5,26,5
Leonardo da Vinci,Can be cold and aloof,1 to 5,27,5
Leonardo da Vinci,Perseveres until the task is finished,1 to 5,28,3
Leonardo da Vinci,Can be moody,1 to 5,29,3
Leonardo da Vinci,"Values artistic, aesthetic experiences",1 to 5,30,3
Leonardo da Vinci,"Is sometimes shy, inhibited",1 to 5,31,4
Leonardo da Vinci,Is considerate and kind to almost everyone,1 to 5,32,3
Leonardo da Vinci,Does things efficiently,1 to 5,33,3
Leonardo da Vinci,Remains calm in tense situations,1 to 5,34,3
Leonardo da Vinci,Prefers work that is routine,1 to 5,35,3
Leonardo da Vinci,"Is outgoing, sociable",1 to 5,36,3
Leonardo da Vinci,Is sometimes rude to others,1 to 5,37,3
Leonardo da Vinci,Makes plans and follows through with them,1 to 5,38,3
Leonardo da Vinci,Gets nervous easily,1 to 5,39,1
Leonardo da Vinci,"Likes to reflect, play with ideas",1 to 5,40,3
Leonardo da Vinci,Has few artistic interests,1 to 5,41,3
Leonardo da Vinci,Likes to cooperate with others,1 to 5,42,3
Leonardo da Vinci,Is easily distracted,1 to 5,43,3
Leonardo da Vinci,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Galileo Galilei,Is talkative,1 to 5,1,4
Galileo Galilei,Tends to find fault with others,1 to 5,2,3
Galileo Galilei,Does a thorough job,1 to 5,3,3
Galileo Galilei,"Is depressed, blue",1 to 5,4,4
Galileo Galilei,"Is original, comes up with new ideas",1 to 5,5,5
Galileo Galilei,Is reserved,1 to 5,6,3
Galileo Galilei,Is helpful and unselfish with others,1 to 5,7,3
Galileo Galilei,Can be somewhat careless,1 to 5,8,3
Galileo Galilei,"Is relaxed, handles stress well",1 to 5,9,3
Galileo Galilei,Is curious about many different things,1 to 5,10,3
Galileo Galilei,Is full of energy,1 to 5,11,5
Galileo Galilei,Starts quarrels with others,1 to 5,12,2
Galileo Galilei,Is a reliable worker,1 to 5,13,5
Galileo Galilei,Can be tense,1 to 5,14,4
Galileo Galilei,"Is ingenious, a deep thinker",1 to 5,15,3
Galileo Galilei,Generates a lot of enthusiasm,1 to 5,16,3
Galileo Galilei,Has a forgiving nature,1 to 5,17,3
Galileo Galilei,Tends to be disorganized,1 to 5,18,3
Galileo Galilei,Worries a lot,1 to 5,19,3
Galileo Galilei,Has an active imagination,1 to 5,20,5
Galileo Galilei,Tends to be quiet,1 to 5,21,3
Galileo Galilei,Is generally trusting,1 to 5,22,3
Galileo Galilei,Tends to be lazy,1 to 5,23,3
Galileo Galilei,"Is emotionally stable, not easily upset",1 to 5,24,1
Galileo Galilei,Is inventive,1 to 5,25,4
Galileo Galilei,Has an assertive personality,1 to 5,26,3
Galileo Galilei,Can be cold and aloof,1 to 5,27,3
Galileo Galilei,Perseveres until the task is finished,1 to 5,28,3
Galileo Galilei,Can be moody,1 to 5,29,2
Galileo Galilei,"Values artistic, aesthetic experiences",1 to 5,30,5
Galileo Galilei,"Is sometimes shy, inhibited",1 to 5,31,3
