Osama bin Laden,Terrorist,Is talkative,1,1
Osama bin Laden,Terrorist,Tends to find fault with others,2,5
Osama bin Laden,Terrorist,Does a thorough job,3,5
Osama bin Laden,Terrorist,"Is depressed, blue",4,5
Osama bin Laden,Terrorist,"Is original, comes up with new ideas",5,5
Osama bin Laden,Terrorist,Is reserved,6,3
Osama bin Laden,Terrorist,Is helpful and unselfish with others,7,5
Osama bin Laden,Terrorist,Can be somewhat careless,8,5
Osama bin Laden,Terrorist,"Is relaxed, handles stress well",9,5
Osama bin Laden,Terrorist,Is curious about many different things,10,5
Osama bin Laden,Terrorist,Is full of energy,11,4
Osama bin Laden,Terrorist,Starts quarrels with others,12,3
Osama bin Laden,Terrorist,Is a reliable worker,13,5
Osama bin Laden,Terrorist,Can be tense,14,5
Osama bin Laden,Terrorist,"Is ingenious, a deep thinker",15,5
Osama bin Laden,Terrorist,Generates a lot of enthusiasm,16,5
Osama bin Laden,Terrorist,Has a forgiving nature,17,3
Osama bin Laden,Terrorist,Tends to be disorganized,18,4
Osama bin Laden,Terrorist,Worries a lot,19,4
Osama bin Laden,Terrorist,Has an active imagination,20,5
Osama bin Laden,Terrorist,Tends to be quiet,21,5
Osama bin Laden,Terrorist,Is generally trusting,22,2
Osama bin Laden,Terrorist,Tends to be lazy,23,1
Osama bin Laden,Terrorist,"Is emotionally stable, not easily upset",24,5
Osama bin Laden,Terrorist,Is inventive,25,4
Osama bin Laden,Terrorist,Has an assertive personality,26,5
Osama bin Laden,Terrorist,Can be cold and aloof,27,5
Osama bin Laden,Terrorist,Perseveres until the task is finished,28,4
Osama bin Laden,Terrorist,Can be moody,29,3
Osama bin Laden,Terrorist,"Values artistic, aesthetic experiences",30,5
Osama bin Laden,Terrorist,"Is sometimes shy, inhibited",31,5
Osama bin Laden,Terrorist,Is considerate and kind to almost everyone,32,5
Osama bin Laden,Terrorist,Does things efficiently,33,3
Osama bin Laden,Terrorist,Remains calm in tense situations,34,5
Osama bin Laden,Terrorist,Prefers work that is routine,35,5
Osama bin Laden,Terrorist,"Is outgoing, sociable",36,1
Osama bin Laden,Terrorist,Is sometimes rude to others,37,4
Osama bin Laden,Terrorist,Makes plans and follows through with them,38,5
Osama bin Laden,Terrorist,Gets nervous easily,39,3
Osama bin Laden,Terrorist,"Likes to reflect, play with ideas",40,4
Osama bin Laden,Terrorist,Has few artistic interests,41,3
Osama bin Laden,Terrorist,Likes to cooperate with others,42,5
Osama bin Laden,Terrorist,Is easily distracted,43,3
Osama bin Laden,Terrorist,"Is sophisticated in art, music, or Literature",44,5
Abu Bakr al-Baghdadi,Terrorist,Is talkative,1,4
Abu Bakr al-Baghdadi,Terrorist,Tends to find fault with others,2,5
Abu Bakr al-Baghdadi,Terrorist,Does a thorough job,3,5
Abu Bakr al-Baghdadi,Terrorist,"Is depressed, blue",4,5
