Name,source,Item,Itemnum,Answer
Osama bin Laden,Terrorist,It's not wise to tell your secrets,1,1
Osama bin Laden,Terrorist,I like to use clever manipulation to get my way,2,1
Osama bin Laden,Terrorist,"Whatever it takes, you must get the important people on your side",3,5
Osama bin Laden,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,4
Osama bin Laden,Terrorist,It's wise to keep track of information that you can use against people later,5,4
Osama bin Laden,Terrorist,You should wait for the right time to get back at people,6,1
Osama bin Laden,Terrorist,There are things you should hide from other people to preserve your reputation,7,5
Osama bin Laden,Terrorist,"Make sure your plans benefit yourself, not others",8,5
Osama bin Laden,Terrorist,Most people can be manipulated,9,2
Osama bin Laden,Terrorist,People see me as a natural leader,10,2
Osama bin Laden,Terrorist,I hate being the center of attention,11,1
Osama bin Laden,Terrorist,Many group activities tend to be dull without me,12,1
Osama bin Laden,Terrorist,I know that I am special because everyone keeps telling me so,13,5
Osama bin Laden,Terrorist,I like to get acquainted with important people,14,1
Osama bin Laden,Terrorist,I feel embarrassed if someone compliments me,15,5
Osama bin Laden,Terrorist,I have been compared to famous people,16,5
Osama bin Laden,Terrorist,I am an average person,17,5
Osama bin Laden,Terrorist,I insist on getting the respect I deserve,18,5
Osama bin Laden,Terrorist,I like to get revenge on authorities,19,1
Osama bin Laden,Terrorist,I avoid dangerous situations,20,1
Osama bin Laden,Terrorist,Payback needs to be quick and nasty,21,1
Osama bin Laden,Terrorist,People often say I'm out of control,22,1
Osama bin Laden,Terrorist,It's true that I can be mean to others,23,1
Osama bin Laden,Terrorist,People who mess with me always regret it,24,4
Osama bin Laden,Terrorist,I have never gotten into trouble with the law,25,5
Osama bin Laden,Terrorist,I enjoy having sex with people I hardly know,26,1
Osama bin Laden,Terrorist,I'll say anything to get what I want,27,1
Abu Bakr al-Baghdadi,Terrorist,It's not wise to tell your secrets,1,5
Abu Bakr al-Baghdadi,Terrorist,I like to use clever manipulation to get my way,2,5
Abu Bakr al-Baghdadi,Terrorist,"Whatever it takes, you must get the important people on your side",3,5
Abu Bakr al-Baghdadi,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,1
Abu Bakr al-Baghdadi,Terrorist,It's wise to keep track of information that you can use against people later,5,5
Abu Bakr al-Baghdadi,Terrorist,You should wait for the right time to get back at people,6,4
Abu Bakr al-Baghdadi,Terrorist,There are things you should hide from other people to preserve your reputation,7,2
Abu Bakr al-Baghdadi,Terrorist,"Make sure your plans benefit yourself, not others",8,4
Abu Bakr al-Baghdadi,Terrorist,Most people can be manipulated,9,4
Abu Bakr al-Baghdadi,Terrorist,People see me as a natural leader,10,1
Abu Bakr al-Baghdadi,Terrorist,I hate being the center of attention,11,4
Abu Bakr al-Baghdadi,Terrorist,Many group activities tend to be dull without me,12,1
Abu Bakr al-Baghdadi,Terrorist,I know that I am special because everyone keeps telling me so,13,5
Abu Bakr al-Baghdadi,Terrorist,I like to get acquainted with important people,14,1
Abu Bakr al-Baghdadi,Terrorist,I feel embarrassed if someone compliments me,15,1
Abu Bakr al-Baghdadi,Terrorist,I have been compared to famous people,16,1
Abu Bakr al-Baghdadi,Terrorist,I am an average person,17,4
Abu Bakr al-Baghdadi,Terrorist,I insist on getting the respect I deserve,18,4
Abu Bakr al-Baghdadi,Terrorist,I like to get revenge on authorities,19,1
Abu Bakr al-Baghdadi,Terrorist,I avoid dangerous situations,20,1
Abu Bakr al-Baghdadi,Terrorist,Payback needs to be quick and nasty,21,1
Abu Bakr al-Baghdadi,Terrorist,People often say I'm out of control,22,5
Abu Bakr al-Baghdadi,Terrorist,It's true that I can be mean to others,23,1
Abu Bakr al-Baghdadi,Terrorist,People who mess with me always regret it,24,1
Abu Bakr al-Baghdadi,Terrorist,I have never gotten into trouble with the law,25,3
Abu Bakr al-Baghdadi,Terrorist,I enjoy having sex with people I hardly know,26,3
Abu Bakr al-Baghdadi,Terrorist,I'll say anything to get what I want,27,1
Anders Behring Breivik,Terrorist,It's not wise to tell your secrets,1,1
Anders Behring Breivik,Terrorist,I like to use clever manipulation to get my way,2,4
Anders Behring Breivik,Terrorist,"Whatever it takes, you must get the important people on your side",3,1
Anders Behring Breivik,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,3
Anders Behring Breivik,Terrorist,It's wise to keep track of information that you can use against people later,5,4
Anders Behring Breivik,Terrorist,You should wait for the right time to get back at people,6,3
Anders Behring Breivik,Terrorist,There are things you should hide from other people to preserve your reputation,7,1
Anders Behring Breivik,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Anders Behring Breivik,Terrorist,Most people can be manipulated,9,4
Anders Behring Breivik,Terrorist,People see me as a natural leader,10,4
Anders Behring Breivik,Terrorist,I hate being the center of attention,11,2
Anders Behring Breivik,Terrorist,Many group activities tend to be dull without me,12,1
Anders Behring Breivik,Terrorist,I know that I am special because everyone keeps telling me so,13,1
Anders Behring Breivik,Terrorist,I like to get acquainted with important people,14,4
Anders Behring Breivik,Terrorist,I feel embarrassed if someone compliments me,15,4
Anders Behring Breivik,Terrorist,I have been compared to famous people,16,5
Anders Behring Breivik,Terrorist,I am an average person,17,1
Anders Behring Breivik,Terrorist,I insist on getting the respect I deserve,18,3
Anders Behring Breivik,Terrorist,I like to get revenge on authorities,19,4
Anders Behring Breivik,Terrorist,I avoid dangerous situations,20,4
Anders Behring Breivik,Terrorist,Payback needs to be quick and nasty,21,1
Anders Behring Breivik,Terrorist,People often say I'm out of control,22,1
Anders Behring Breivik,Terrorist,It's true that I can be mean to others,23,4
Anders Behring Breivik,Terrorist,People who mess with me always regret it,24,1
Anders Behring Breivik,Terrorist,I have never gotten into trouble with the law,25,1
Anders Behring Breivik,Terrorist,I enjoy having sex with people I hardly know,26,1
Anders Behring Breivik,Terrorist,I'll say anything to get what I want,27,5
Stepan Bandera,Terrorist,It's not wise to tell your secrets,1,1
Stepan Bandera,Terrorist,I like to use clever manipulation to get my way,2,1
Stepan Bandera,Terrorist,"Whatever it takes, you must get the important people on your side",3,4
Stepan Bandera,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,1
Stepan Bandera,Terrorist,It's wise to keep track of information that you can use against people later,5,1
Stepan Bandera,Terrorist,You should wait for the right time to get back at people,6,1
Stepan Bandera,Terrorist,There are things you should hide from other people to preserve your reputation,7,4
Stepan Bandera,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Stepan Bandera,Terrorist,Most people can be manipulated,9,5
Stepan Bandera,Terrorist,People see me as a natural leader,10,1
Stepan Bandera,Terrorist,I hate being the center of attention,11,4
Stepan Bandera,Terrorist,Many group activities tend to be dull without me,12,1
Stepan Bandera,Terrorist,I know that I am special because everyone keeps telling me so,13,1
Stepan Bandera,Terrorist,I like to get acquainted with important people,14,1
Stepan Bandera,Terrorist,I feel embarrassed if someone compliments me,15,4
Stepan Bandera,Terrorist,I have been compared to famous people,16,1
Stepan Bandera,Terrorist,I am an average person,17,1
Stepan Bandera,Terrorist,I insist on getting the respect I deserve,18,1
Stepan Bandera,Terrorist,I like to get revenge on authorities,19,1
Stepan Bandera,Terrorist,I avoid dangerous situations,20,1
Stepan Bandera,Terrorist,Payback needs to be quick and nasty,21,2
Stepan Bandera,Terrorist,People often say I'm out of control,22,1
Stepan Bandera,Terrorist,It's true that I can be mean to others,23,5
Stepan Bandera,Terrorist,People who mess with me always regret it,24,4
Stepan Bandera,Terrorist,I have never gotten into trouble with the law,25,5
Stepan Bandera,Terrorist,I enjoy having sex with people I hardly know,26,1
Stepan Bandera,Terrorist,I'll say anything to get what I want,27,1
Nigel Farage,Terrorist,It's not wise to tell your secrets,1,3
Nigel Farage,Terrorist,I like to use clever manipulation to get my way,2,1
Nigel Farage,Terrorist,"Whatever it takes, you must get the important people on your side",3,3
Nigel Farage,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,2
Nigel Farage,Terrorist,It's wise to keep track of information that you can use against people later,5,1
Nigel Farage,Terrorist,You should wait for the right time to get back at people,6,5
Nigel Farage,Terrorist,There are things you should hide from other people to preserve your reputation,7,1
Nigel Farage,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Nigel Farage,Terrorist,Most people can be manipulated,9,4
Nigel Farage,Terrorist,People see me as a natural leader,10,2
Nigel Farage,Terrorist,I hate being the center of attention,11,4
Nigel Farage,Terrorist,Many group activities tend to be dull without me,12,1
Nigel Farage,Terrorist,I know that I am special because everyone keeps telling me so,13,1
Nigel Farage,Terrorist,I like to get acquainted with important people,14,5
Nigel Farage,Terrorist,I feel embarrassed if someone compliments me,15,1
Nigel Farage,Terrorist,I have been compared to famous people,16,5
Nigel Farage,Terrorist,I am an average person,17,2
Nigel Farage,Terrorist,I insist on getting the respect I deserve,18,4
Nigel Farage,Terrorist,I like to get revenge on authorities,19,4
Nigel Farage,Terrorist,I avoid dangerous situations,20,4
Nigel Farage,Terrorist,Payback needs to be quick and nasty,21,2
Nigel Farage,Terrorist,People often say I'm out of control,22,5
Nigel Farage,Terrorist,It's true that I can be mean to others,23,1
Nigel Farage,Terrorist,People who mess with me always regret it,24,4
Nigel Farage,Terrorist,I have never gotten into trouble with the law,25,5
Nigel Farage,Terrorist,I enjoy having sex with people I hardly know,26,4
Nigel Farage,Terrorist,I'll say anything to get what I want,27,4
Ted Kaczynski,Terrorist,It's not wise to tell your secrets,1,5
Ted Kaczynski,Terrorist,I like to use clever manipulation to get my way,2,2
Ted Kaczynski,Terrorist,"Whatever it takes, you must get the important people on your side",3,2
Ted Kaczynski,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,3
Ted Kaczynski,Terrorist,It's wise to keep track of information that you can use against people later,5,4
Ted Kaczynski,Terrorist,You should wait for the right time to get back at people,6,2
Ted Kaczynski,Terrorist,There are things you should hide from other people to preserve your reputation,7,1
Ted Kaczynski,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Ted Kaczynski,Terrorist,Most people can be manipulated,9,1
Ted Kaczynski,Terrorist,People see me as a natural leader,10,3
Ted Kaczynski,Terrorist,I hate being the center of attention,11,3
Ted Kaczynski,Terrorist,Many group activities tend to be dull without me,12,1
Ted Kaczynski,Terrorist,I know that I am special because everyone keeps telling me so,13,1
Ted Kaczynski,Terrorist,I like to get acquainted with important people,14,4
Ted Kaczynski,Terrorist,I feel embarrassed if someone compliments me,15,5
Ted Kaczynski,Terrorist,I have been compared to famous people,16,4
Ted Kaczynski,Terrorist,I am an average person,17,2
Ted Kaczynski,Terrorist,I insist on getting the respect I deserve,18,1
Ted Kaczynski,Terrorist,I like to get revenge on authorities,19,3
Ted Kaczynski,Terrorist,I avoid dangerous situations,20,4
Ted Kaczynski,Terrorist,Payback needs to be quick and nasty,21,2
Ted Kaczynski,Terrorist,People often say I'm out of control,22,4
Ted Kaczynski,Terrorist,It's true that I can be mean to others,23,1
Ted Kaczynski,Terrorist,People who mess with me always regret it,24,1
Ted Kaczynski,Terrorist,I have never gotten into trouble with the law,25,1
Ted Kaczynski,Terrorist,I enjoy having sex with people I hardly know,26,1
Ted Kaczynski,Terrorist,I'll say anything to get what I want,27,1
Joseph Kony,Terrorist,It's not wise to tell your secrets,1,3
Joseph Kony,Terrorist,I like to use clever manipulation to get my way,2,1
Joseph Kony,Terrorist,"Whatever it takes, you must get the important people on your side",3,4
Joseph Kony,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,4
Joseph Kony,Terrorist,It's wise to keep track of information that you can use against people later,5,1
Joseph Kony,Terrorist,You should wait for the right time to get back at people,6,2
Joseph Kony,Terrorist,There are things you should hide from other people to preserve your reputation,7,1
Joseph Kony,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Joseph Kony,Terrorist,Most people can be manipulated,9,4
Joseph Kony,Terrorist,People see me as a natural leader,10,2
Joseph Kony,Terrorist,I hate being the center of attention,11,4
Joseph Kony,Terrorist,Many group activities tend to be dull without me,12,3
Joseph Kony,Terrorist,I know that I am special because everyone keeps telling me so,13,3
Joseph Kony,Terrorist,I like to get acquainted with important people,14,3
Joseph Kony,Terrorist,I feel embarrassed if someone compliments me,15,5
Joseph Kony,Terrorist,I have been compared to famous people,16,4
Joseph Kony,Terrorist,I am an average person,17,4
Joseph Kony,Terrorist,I insist on getting the respect I deserve,18,4
Joseph Kony,Terrorist,I like to get revenge on authorities,19,3
Joseph Kony,Terrorist,I avoid dangerous situations,20,2
Joseph Kony,Terrorist,Payback needs to be quick and nasty,21,2
Joseph Kony,Terrorist,People often say I'm out of control,22,1
Joseph Kony,Terrorist,It's true that I can be mean to others,23,4
Joseph Kony,Terrorist,People who mess with me always regret it,24,5
Joseph Kony,Terrorist,I have never gotten into trouble with the law,25,4
Joseph Kony,Terrorist,I enjoy having sex with people I hardly know,26,1
Joseph Kony,Terrorist,I'll say anything to get what I want,27,5
Carlos the Jackal,Terrorist,It's not wise to tell your secrets,1,2
Carlos the Jackal,Terrorist,I like to use clever manipulation to get my way,2,1
Carlos the Jackal,Terrorist,"Whatever it takes, you must get the important people on your side",3,1
Carlos the Jackal,Terrorist,Avoid direct conflict with others because they may be useful in the future,4,4
Carlos the Jackal,Terrorist,It's wise to keep track of information that you can use against people later,5,3
Carlos the Jackal,Terrorist,You should wait for the right time to get back at people,6,4
Carlos the Jackal,Terrorist,There are things you should hide from other people to preserve your reputation,7,3
Carlos the Jackal,Terrorist,"Make sure your plans benefit yourself, not others",8,1
Carlos the Jackal,Terrorist,Most people can be manipulated,9,4
Carlos the Jackal,Terrorist,People see me as a natural leader,10,5
Carlos the Jackal,Terrorist,I hate being the center of attention,11,2
Carlos the Jackal,Terrorist,Many group activities tend to be dull without me,12,5
Carlos the Jackal,Terrorist,I know that I am special because everyone keeps telling me so,13,1
Carlos the Jackal,Terrorist,I like to get acquainted with important people,14,1
